#
# $ make update_params
# copying: public domain
|uim-fepの|あたらしい|ばーじょん| |uim-fepの|新しい|バージョン|
|せいぞうから|はいたつまで| |製造から|配達まで|
|せいのうの|こうじょうが|かのうです| |性能の|向上が|可能です|
|せいのうを|しぼりだそうとしている| |性能を|絞り出そうとしている|
|せいひんかいはつの|いちぶだけに|かかわった| |製品開発の|一部だけに|関わった|
|せいひんの|せいぞうから|てすとまでを|たんとうする| |製品の|製造から|テストまでを|担当する|
|せかいの|せまさを|さいにんしきする| |世界の|狭さを|再認識する|
|せが|ひくい|せいか|こどもにしか|みえない| |背が|低い|せいか|子供にしか|見えない|
|せきにんを|もつ| |責任を|持つ|
|せきゅりてぃの|もんだいは|ちみつな|せっけいと|じっそうによって|かいひできる|かのうせいが|あります| |セキュリティの|問題は|緻密な|設計と|実装によって|回避できる|可能性が|あります|
|せけんてきには|おんなのこが|かみがたを|かえたら|そくじに|きづいて|わだいにしないといけないらしい| |世間的には|女の子が|髪型を|変えたら|即時に|気づいて|話題にしないといけないらしい|
|せけんの|きたいに|こたえてみた| |世間の|期待に|応えてみた|
|せけんばなしできないと|びよういんは|つらい| |世間話できないと|美容院は|辛い|
|せっかく|いままで|のばしてたのに| |せっかく|今まで|伸ばしてたのに|
|せっかく|ねようと|おもったのに| |せっかく|寝ようと|思ったのに|
|せっかくだから|りょうほうに|さんかすることにする| |せっかくだから|両方に|参加することにする|
|せっせんの|ときに|じぶんの|ことだと|しゅちょうする|やつが|いる| |接戦の|時に|自分の|事だと|主張する|奴が|いる|
|せっていしようとすると|はんぐする| |設定しようとすると|ハングする|
|せっていすることで|けんさく|たいしょうとする| |設定することで|検索|対象とする|
|せっていは|かなり|さくっと|しゅうりょうしました| |設定は|かなり|さくっと|終了しました|
|せつめいに|したがって|かんりょうしてください| |説明に|従って|完了してください|
|せめて|やすみの|ひぐらいは|なまくらさせてほしい| |せめて|休みの|日ぐらいは|なまくらさせてほしい|
|せんい|じょうけんの|ひともじめを|とりだす| |遷移|条件の|一文字目を|取り出す|
|せんじつの|さわぎの|げんいんが|なにか|わからなかった| |先日の|騒ぎの|原因が|何か|分からなかった|
|せんせいと|せいと| |先生と|生徒|
|せんせいに|さんかしてねって|めーるしたんだけど|よんでるかなあ| |先生に|参加してねって|メールしたんだけど|読んでるかなあ|
|せんたくされる|ばあいには|つぎの|ことに|ごちゅうい|ください| |選択される|場合には|次の|事に|ご注意|ください|
|せんたくしに|たちもどる| |選択肢に|立ち戻る|
|せんたくせんと|あしたから|きる|ものが|なくなる| |洗濯せんと|明日から|着る|物が|なくなる|
|せんたくものを|ほすのが|めんどうだ| |洗濯物を|干すのが|面倒だ|
|せんちゃくじゅんとなりますが|かならず|けいひんは|あります| |先着順となりますが|必ず|景品は|あります|
|ぜひ|おかいあげの|うえ|、|よんで|いただければと|おもいます| |是非|お買い上げの|上|、|読んでいただければと|思います|
|ぜんがく|きふされることになっている| |全額|寄付されることになっている|
|ぜんこくの|だいがくなどを|ちゅうしんに|もういを|ふるう| |全国の|大学などを|中心に|猛威を|ふるう|
|ぜんごの|ないようも|きーに|するものなど|いろいろ|あります| |前後の|内容も|キーに|するものなど|いろいろ|あります|
|ぜんじつに|きかくしょを|かいて|おうぼしました| |前日に|企画書を|書いて|応募しました|
|ぜんぶ|たべたよ| |全部|食べたよ|
|ぜんぶ|みたよ| |全部|見たよ|
|ぜんぶ|れじすたに|のせて|じょうけんつき|めいれいで|がんばるしかないですかね| |全部|レジスタに|乗せて|条件付き|命令で|頑張るしかないですかね|
|そーすこーどの|こめんと|かくための|へんかん|えんじん| |ソースコードの|コメント|書くための|変換|エンジン|
|そーらー|がたの|でんぱ|どけいを|かってきました| |ソーラー|型の|電波|時計を|買ってきました|
|そう|いえば|きょうの|きたくは|かれより|はやかった| |そう|いえば|今日の|帰宅は|彼より|早かった|
|そう|いってばかりも|いられない| |そう|言ってばかりも|いられない|
|そう|かんがえる| |そう|考える|
|そう|かんがえると| |そう|考えると|
|そう|かんがえるなら| |そう|考えるなら|
|そういう|きょうりょくな|ちからに|いぞんするしかなかったのか| |そういう|強力な|力に|依存するしかなかったのか|
|そういう|げんいんでは| |そういう|原因では|
|そういう|せいじてきな|しばりも|あるのか| |そういう|政治的な|縛りも|あるのか|
|そういう|つもりではない| |そういう|つもりではない|
|そういう|にゅあんすです| |そういう|ニュアンスです|
|そういう|はなしは|あまり|ない| |そういう|話は|あまり|無い|
|そういう|ぶぶんだけで|けっこうです| |そういう|部分だけで|結構です|
|そういうことは|れんぞくで|はっせいするんではないか| |そういうことは|連続で|発生するんではないか|
|そういうものを|ちょくしするのは|さけた|ほうが|いい| |そういうものを|直視するのは|避けた|方が|良い|
|そうだとしたら|そのとき|かんがえる| |そうだとしたら|その時|考える|
|そこそこ|ちいさいので|げーむを|つくるのに|いいかも| |そこそこ|小さいので|ゲームを|作るのに|良いかも|
|そこで|はじめて|ぼくらに|きづいたようで| |そこで|初めて|僕らに|気付いたようで|
|そしき|うんえいの|けいけんが|なさすぎる| |組織|運営の|経験が|なさすぎる|
|そせいの|くみあわせを|へんこうした| |素性の|組み合わせを|変更した|
|そせいの|しゅうごう| |素性の|集合|
|そっちの|ほうが|かろりー|ひくいなんて|かんがえもしなかった| |そっちの|方が|カロリー|低いなんて|考えもしなかった|
|そつろん|おわったら|のみかいしないと|いけない| |卒論|終わったら|飲み会しないと|いけない|
|そとに|でかけて|ごはんを|たべる| |外に|出かけて|ご飯を|食べる|
|その|かくりつが|たかい| |その|確率が|高い|
|その|かばんを|おいて|でかけるのは|むりだろう| |その|カバンを|置いて|出かけるのは|無理だろう|
|その|きじゅんなら|ゆとりじゃないのう| |その|基準なら|ゆとりじゃないのう|
|その|せんたくは|じゆうなはずです| |その|選択は|自由なはずです|
|その|ての|もんくが|せいとうなら| |その|手の|文句が|正当なら|
|その|てら| |その|寺|
|その|なまえで|よぶのは|やめてください| |その|名前で|呼ぶのは|止めてください|
|その|にわとりを|つかまえれる| |その|鶏を|捕まえれる|
|その|めいめいは|こじつけだ| |その|命名は|こじつけだ|
|そのうち|はんようせいを|あげられるような|はいりょは|したい| |そのうち|汎用性を|上げられるような|配慮は|したい|
|そのたの|ちゅうもんされた|しょうひんに|かうんとされてる| |その他の|注文された|商品に|カウントされてる|
|そのために|あたらしい|しようが|ついかされたと|きいています| |そのために|新しい|仕様が|追加されたと|聞いています|
